Unnamed: 0,book_id,cover_image_uri,book_title,book_details,format,publication_info,authorlink,author,num_pages,genres,num_ratings,num_reviews,average_rating,rating_distribution
746,8073,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1439779831i/8073.jpg,Cloudy With a Chance of Meatballs,"An imaginative story of amazing food weather that inspired the hit movie, Cloudy with a Chance of Meatballs is a favorite of grown-ups and children everywhere.The tiny town of Chewandswallow was very much like any other tiny town—except for its weather which came three times a day, at breakfast, lunch, and dinner.But it never rained rain and it never snowed snow and it never blew just wind. It rained things like soup and juice. It snowed things like mashed potatoes. And sometimes the wind blew in storms of hamburgers.Life for the townspeople was delicious until the weather took a turn for the worse. The food got larger and larger and so did the portions. Chewandswallow was plagued by damaging floods and storms of huge food. The town was a mess and the people feared for their lives.Something had to be done, and in a hurry.Edition MSRP: $7⁹⁹ U.S. / $9⁹⁹ CAN (978-0-689-70749-0)","['32 pages, Paperback']","['First published August 1, 1978']",https://www.goodreads.com/author/show/5336.Judi_Barrett,Judi Barrett,['32'],"['Picture Books', 'Childrens', 'Fiction', 'Fantasy', 'Classics', 'Food', 'Humor']",140016,2462,4.18,"{'5': '68,770', '4': '38,495', '3': '24,364', '2': '5,941', '1': '2,446'}"
747,8087,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405919760i/8087.jpg,Deerskin,"As Princess Lissla Lissar reaches womanhood, it is clear to all the kingdom that in her beauty she is the image of her dead mother, the queen. But this likeness forces her to flee from her father's lust and madness; and in the pain and horror of that flight she forgets who she is and what it is she flees from: forgets almost everything but the love and loyalty of her dog, Ash, who accompanies her. But a chance encounter on the road leads to a job in another king's kennels, where the prince finds himself falling in love with the new kennel maid . . . and one day he tells her of a princess named Lissla Lissar, who had a dog named Ash.","['384 pages, Paperback']","['First published June 1, 1993']",https://www.goodreads.com/author/show/5339.Robin_McKinley,Robin McKinley,['384'],"['Fantasy', 'Fairy Tales', 'Fiction', 'Young Adult', 'Romance', 'Retellings', 'Science Fiction Fantasy']",23004,1668,3.92,"{'5': '8,393', '4': '7,572', '3': '4,701', '2': '1,580', '1': '758'}"
748,8088,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1571338028i/8088.jpg,Sunshine,"There are places in the world where darkness rules, where it's unwise to walk. But there hadn't been any trouble out at the lake for years, and Sunshine just needed a spot where she could be alone with her thoughts. Vampires never entered her mind.Until they found her...","['405 pages, Mass Market Paperback']","['First published September 1, 2003']",https://www.goodreads.com/author/show/5339.Robin_McKinley,Robin McKinley,['405'],"['Fantasy', 'Vampires', 'Urban Fantasy', 'Paranormal', 'Fiction', 'Horror', 'Young Adult']",42624,4949,3.84,"{'5': '14,750', '4': '13,398', '3': '9,150', '2': '3,701', '1': '1,625'}"
749,8127,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1615094578i/8127.jpg,Anne of Green Gables,"This heartwarming story has beckoned generations of readers into the special world of Green Gables, an old-fashioned farm outside a town called Avonlea. Anne Shirley, an eleven-year-old orphan, has arrived in this verdant corner of Prince Edward Island only to discover that the Cuthberts—elderly Matthew and his stern sister, Marilla—want to adopt a boy, not a feisty redheaded girl. But before they can send her back, Anne—who simply must have more scope for her imagination and a real home—wins them over completely. A much-loved classic that explores all the vulnerability, expectations, and dreams of a child growing up, Anne of Green Gables is also a wonderful portrait of a time, a place, a family… and, most of all, love. WITH AN AFTERWORD BY JENNIFER LEE CARELL","['320 pages, Mass Market Paperback']","['First published January 1, 1908']",https://www.goodreads.com/author/show/5350.L_M_Montgomery,L.M. Montgomery,['320'],"['Classics', 'Fiction', 'Young Adult', 'Historical Fiction', 'Childrens', 'Middle Grade', 'Audiobook']",984888,39336,4.31,"{'5': '536,597', '4': '278,312', '3': '124,596', '2': '30,289', '1': '15,094'}"
750,8146,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657567853i/8146.jpg,The Stories of Vladimir Nabokov,"From the writer who shocked and delighted the world with his novels Lolita, Pale Fire, and Ada, or Ardor, and so many others, comes a magnificent collection of stories. Written between the 1920s and 1950s, these sixty-five tales—eleven of which have been translated into English for the first time—display all the shades of Nabokov's imagination. They range from sprightly fables to bittersweet tales of loss, from claustrophobic exercises in horror to a connoisseur's samplings of the table of human folly. Read as a whole, The Stories of Vladimir Nabokov offers an intoxicating draft of the master's genius, his devious wit, and his ability to turn language into an instrument of ecstasy.The Wood-SpriteRussian Spoken HereSoundsWingstrokeGodsA Matter of ChanceThe SeaportRevengeBeneficenceDetails of A SunsetThe ThunderstormLa VenezianaBachmannThe DragonChristmasA Letter That Never Reached RussiaThe FightThe Return of ChorbA Guide to BerlinA Nursery TaleTerrorRazorThe PassengerThe DoorbellAn Affair of HonorThe Christmas StoryThe Potato ElfThe AurelianA Dashing FellowA Bad DayThe Visit to the MuseumA Busy ManTerra IncognitaThe ReunionLips to LipsOracheMusicPerfectionThe Admiralty SpireThe LeonardoIn Memory of L.I. ShigaevThe CircleA Russian BeautyBreaking the NewsTorpid SmokeRecruitingA Slice of LifeSpring in FialtaCloud, Castle, LakeTyrants DestroyedLikMademoiselle OVasiliy ShishkovUltima ThuleSolus RexThe Assistant ProducerThat in Aleppo OnceA Forgotten PoetTime and EbbConversation Piece, 1945Signs and SymbolsFirst LoveScenes From the Life of A Double MonsterThe Vane SistersLance","['685 pages, Paperback']","['First published October 1, 1995']",https://www.goodreads.com/author/show/5152.Vladimir_Nabokov,Vladimir Nabokov,['685'],"['Short Stories', 'Fiction', 'Russia', 'Classics', 'Russian Literature', 'Literature', '20th Century']",7417,331,4.3,"{'5': '3,719', '4': '2,493', '3': '966', '2': '172', '1': '67'}"
751,8151,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1359043933i/8151.jpg,Laughter in the Dark,"""Once upon a time there lived in Berlin, Germany, a man called Albinus. He was rich, respectable, happy; one day he abandoned his wife for the sake of a youthful mistress; he loved; was not loved; and his life ended in disaster."" Thus begins Vladimir Nabokov's Laughter in the Dark; this, the author tells us, is the whole story except that he starts from here, with his characteristic dazzling skill and irony, and brilliantly turns a fable into a chilling, original novel of folly and destruction. Amidst a Weimar-era milieu of silent film stars, artists, and aspirants, Nabokov creates a merciless masterwork as Albinus, an aging critic, falls prey to his own desires, to his teenage mistress, and to Axel Rex, the scheming rival for her affections who finds his greatest joy in the downfall of others. Published first in Russian as Kamera Obskura in 1932, this book appeared in Nabokov's own English translation six years later. This New Directions edition, based on the text as Nabokov revised it in 1960, features a new introduction by Booker Prize-winner John Banville.","['292 pages, Paperback']","['First published January 1, 1932']",https://www.goodreads.com/author/show/5152.Vladimir_Nabokov,Vladimir Nabokov,['292'],"['Fiction', 'Classics', 'Russia', 'Russian Literature', 'Novels', 'Literature', '20th Century']",18532,1486,4,"{'5': '5,836', '4': '7,970', '3': '3,823', '2': '775', '1': '128'}"
752,8153,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1657567754i/8153.jpg,The Luzhin Defense,"A chilling story of obsession and madness. Luzhin, a distracted, withdrawn boy, takes up chess as a refuge from everyday life. As he rises to the heights of grandmaster, the game of chess gradually supplants the world of reality as he moves inexorably towards madness.","['256 pages, Paperback']","['First published January 1, 1929']",https://www.goodreads.com/author/show/5152.Vladimir_Nabokov,Vladimir Nabokov,['256'],"['Fiction', 'Russia', 'Classics', 'Russian Literature', 'Chess', 'Literature', 'Novels']",13889,884,3.95,"{'5': '4,311', '4': '5,608', '3': '3,140', '2': '645', '1': '185'}"
753,8155,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330029941i/8155.jpg,A Woman of Substance,"A celebration of an indomitable spirit, here is New York Times bestselling author Barbara Taylor Bradford's dazzling saga of a woman who dared to dream--and to triumph against all odds... In the brooding moors above a humble Yorkshire village stood Fairley Hall. There, Emma Harte, its oppressed but resourceful servant girl, acquired a shrewd determination. There, she honed her skills, discovered the meaning of treachery, learned to survive, to become a woman, and vowed to make her mark on the world.In the wake of tragedy she rose from poverty to magnificent wealth as the iron-willed force behind a thriving international enterprise. As one of the richest women in the world Emma Harte has almost everything she fought so hard to achieve--save for the dream of love, and for the passion of the one man she could never have. Through two marriages, two devastating wars, and generations of secrets, Emma's unparalleled success has come with a price. As greed, envy, and revenge consume those closest to her, the brilliant matriarch now finds herself poised to outwit her enemies, and to face the betrayals of the past with the same ingenious resolve that forged her empire.","['906 pages, Paperback']","['First published January 1, 1979']",https://www.goodreads.com/author/show/5353.Barbara_Taylor_Bradford,Barbara Taylor Bradford,['906'],"['Fiction', 'Historical Fiction', 'Romance', 'Chick Lit', 'Historical', 'Drama', 'British Literature']",40049,940,4.2,"{'5': '18,891', '4': '12,619', '3': '6,728', '2': '1,319', '1': '492'}"
754,8203,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310687295i/8203.jpg,"West from Home: Letters of Laura Ingalls Wilder, San Francisco, 1915","       In 1915, Laura Ingalls Wilder traveled by train from her home in Missouri to San Francisco. Laura's westward journey to visit her daughter, Rose Wilder Lane, coincided with a spectacular event taking place in that city-the Panama Pacific International Exposition.        This was a great world's fair celebrating the completion of the Panama Canal, and Laura was amazed by the attractions that had been gathered there.        Her husband, Almanzo, was unable to leave their Missouri farm, and it was Laura's letters that gave him the chance to see what she saw during her visit to California.        These letters, gathered together here, allow the reader to experience Laura's adventures and her intimate thoughts as she shared with her husband the events of her exciting sojourn. ","['124 pages, Paperback']","['First published November 1, 1974']",https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,Laura Ingalls Wilder,['124'],"['Nonfiction', 'History', 'Classics', 'Memoir', 'Biography', 'Historical', 'Childrens']",4672,201,3.84,"{'5': '1,465', '4': '1,472', '3': '1,348', '2': '306', '1': '81'}"
755,8221,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1428621484i/8221.jpg,Laura: The Life of Laura Ingalls Wilder,"
Courage, Adventure, Steadfast Love
 From a little house set deep in the Big Woods of Wisconsin, across Indian territory and into the Dakotas, Laura's family moved westward right along the frontier.Their true-life saga, beloved by countless millions of TV viewers and readers of the bestselling Little House books, is one of spirit and devotion in the face of bitter-cold winters, wilderness trails, and heartbreaking personal tragedy.Here, for the first time, and drawing on her own unpublished memoirs is the endlessly fascinating full account of Laura's life  from her earliest years through her enduring marriage to Almanzo Wilder, the ""farmer boy"" of her stories.Draws on documented records and Mrs. Wilder's unpublished memoirs to picture the people, places, and events that informed her ninety years and inspired her well-beloved Little House books","['241 pages, Mass Market Paperback']","['First published January 1, 1976']",https://www.goodreads.com/author/show/5399.Donald_Zochert,Donald Zochert,['241'],"['Biography', 'Nonfiction', 'History', 'Biography Memoir', 'Historical', 'American History', 'Childrens']",5912,148,4.12,"{'5': '2,719', '4': '1,666', '3': '1,161', '2': '250', '1': '116'}"
756,8248,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266449666i/8248.jpg,By the Shores of Silver Lake,"The adventures of Laura Ingalls and her family continue as they move from their little house on the banks of Plum Creek to the wilderness of the unsettled Dakota Territory. Here Pa works on the new railroad until he finds a homestead claim that is perfect for their new little house. Laura takes her first train ride as she, her sisters, and their mother come out to live with Pa on the shores of Silver Lake. After a lonely winter in the surveyors' house, Pa puts up the first building in what will soon be a brand-new town on the beautiful shores of Silver Lake. The Ingallses' covered-wagon travels are finally over.","['385 pages, Paperback']","['First published October 1, 1939']",https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,Laura Ingalls Wilder,['385'],"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']",78188,1743,4.17,"{'5': '33,954', '4': '27,438', '3': '14,100', '2': '1,905', '1': '791'}"
757,8252,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388446891i/8252.jpg,Farmer Boy,"Growing up on his family's farm in New York, Almanzo Wilder wishes for just one thing — his very own horse. But Father doesn't yet trust him with such a big responsibility. Almanzo needs to prove himself — but how?","['384 pages, Paperback']","['First published January 1, 1933']",https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,Laura Ingalls Wilder,['384'],"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']",68415,3087,4.09,"{'5': '28,040', '4': '22,900', '3': '13,866', '2': '2,728', '1': '881'}"
758,8253,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266449674i/8253.jpg,Little Town on the Prairie,"Laura is almost fifteen. The long winter is over. With spring comes socials, dances, and ""Literaries."" There is also work to be done. Laura spends many hours each day sewing shirts to help send Mary to a college for the blind. But, in the evenings, Laura makes time for a new caller, Almanzo Wilder.","['400 pages, Paperback']","['First published January 1, 1941']",https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,Laura Ingalls Wilder,['400'],"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']",89398,1697,4.2,"{'5': '41,339', '4': '29,151', '3': '15,112', '2': '2,606', '1': '1,190'}"
759,8282,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1266449683i/8282.jpg,The Long Winter,"On the empty winter prairie, gray clouds to the northwest meant only one thing: a blizzard was seconds away. The first blizzard came in October. It snowed almost without stopping until April. The temperature dropped to forty below. Snow reached the roof-tops. And no trains could get through with food and coal. The townspeople began to starve. The Ingalls family barely lived through that winter. And Almanzo Wilder knew he would have to risk his life to save the town.","['448 pages, Paperback']","['First published January 1, 1940']",https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,Laura Ingalls Wilder,['448'],"['Historical Fiction', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']",87897,2533,4.17,"{'5': '40,240', '4': '28,513', '3': '14,618', '2': '2,738', '1': '1,788'}"
760,8337,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1621570121i/8337.jpg,Little House in the Big Woods,"Based on the real-life adventures of Laura Ingalls Wilder, Little House in the Big Woods is the first book in the award-winning Little House series, which has captivated generations of readers. This edition features the classic black-and-white artwork from Garth Williams.Little House in the Big Woods takes place in 1871 and introduces us to four-year-old Laura, who lives in a log cabin on the edge of the Big Woods of Wisconsin. She shares the cabin with her Pa, her Ma, her sisters Mary and Carrie, and their lovable dog, Jack.Pioneer life isn’t easy for the Ingalls family, since they must grow or catch all their own food as they get ready for the cold winter. But they make the best of every tough situation. They celebrate Christmas with homemade toys and treats, do their spring planting, bring in the harvest in the fall, and make their first trip into town. And every night, safe and warm in their little house, the sound of Pa’s fiddle lulls Laura and her sisters into sleep.The nine books in the timeless Little House series tell the story of Laura’s real childhood as an American pioneer, and are cherished by readers of all generations. They offer a unique glimpse into life on the American frontier, and tell the heartwarming, unforgettable story of a loving family.","['224 pages, Paperback']","['First published January 1, 1932']",https://www.goodreads.com/author/show/5300.Laura_Ingalls_Wilder,Laura Ingalls Wilder,['224'],"['Classics', 'Historical Fiction', 'Childrens', 'Fiction', 'Young Adult', 'Historical', 'Middle Grade']",269960,7938,4.2,"{'5': '128,814', '4': '84,881', '3': '43,257', '2': '8,650', '1': '4,358'}"
761,8600,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1473392595i/8600.jpg,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation","Through sloppy usage and low standards on the internet, in e-mail and now ""txt msgs"", we have made proper punctuation an endangered species. In ""Eats, Shoots & Leaves"", former editor Lynne Truss dares to say that it is time to look at our commas and semicolons and see them as the wonderful and necessary things they are. If there are only pedants left who care, then so be it. This is a book or people who love punctuation and get upset when it is mishandled. From George Orwell shunning the semicolon, to ""New Yorker"" editor Harold Ross's epic arguments with James Thurber over commas, this lively history makes a powerful case for the preservation of a system of printing conventions that is much too subtle to be mucked about with.","['209 pages, Hardcover']","['First published January 2, 2003']",https://www.goodreads.com/author/show/5571.Lynne_Truss,Lynne Truss,['209'],"['Nonfiction', 'Writing', 'Language', 'Reference', 'Humor', 'Linguistics', 'Education']",105218,5327,3.87,"{'5': '31,232', '4': '39,662', '3': '25,666', '2': '6,310', '1': '2,348'}"
762,8646,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388187730i/8646.jpg,Crow Lake,"Crow Lake is that rare find, a first novel so quietly assured, so emotionally pitch perfect, you know from the opening page that this is the real thing—a literary experience in which to lose yourself, by an author of immense talent.Here is a gorgeous, slow-burning story set in the rural “badlands” of northern Ontario, where heartbreak and hardship are mirrored in the landscape. For the farming Pye family, life is a Greek tragedy where the sins of the fathers are visited on the sons, and terrible events occur—offstage. Centerstage are the Morrisons, whose tragedy looks more immediate if less brutal, but is, in reality, insidious and divisive. Orphaned young, Kate Morrison was her older brother Matt’s protegee, her fascination for pond life fed by his passionate interest in the natural world. Now a zoologist, she can identify organisms under a microscope but seems blind to the state of her own emotional life. And she thinks she’s outgrown her siblings—Luke, Matt, and Bo—who were once her entire world. In this universal drama of family love and misunderstandings, of resentments harbored and driven underground, Lawson ratchets up the tension with heartbreaking humor and consummate control, continually overturning one’s expectations right to the very end. Tragic, funny, unforgettable, this deceptively simple masterpiece about the perils of hero worship leapt to the top of the bestseller lists only days after being released in Canada and earned glowing reviews in The New York Times and The Globe and Mail, to name a few.","['320 pages, Paperback']","['First published January 1, 2002']",https://www.goodreads.com/author/show/5619.Mary_Lawson,Mary Lawson,['320'],"['Fiction', 'Canada', 'Contemporary', 'Literary Fiction', 'Family', 'Coming Of Age', 'Book Club']",25057,2624,4,"{'5': '7,778', '4': '10,843', '3': '5,274', '2': '948', '1': '214'}"
763,8647,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1165699277i/8647.jpg,Shadow of the Giant,"Bean, Ender Wiggins' former right-hand man, has shed his reputation as the smallest student at Battle School. He has completed his military service for the Hegemon, acting as strategist and general in the terrible wars that followed Ender's defeat of the alien empire that attacked Earth. Now he and his wife, Petra, yearn for a safe place to build a family - something he has never known. Yet no such place exists on Earth, a world riddled with Bean's enemies from the past. Once again he must follow in Ender's footsteps and look to the stars.","['388 pages, Hardcover']","['First published March 1, 2005']",https://www.goodreads.com/author/show/589.Orson_Scott_Card,Orson Scott Card,['388'],"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Fantasy', 'Young Adult', 'Space', 'Audiobook']",54131,1164,4.01,"{'5': '18,080', '4': '21,768', '3': '11,493', '2': '2,243', '1': '547'}"
764,8648,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924577i/8648.jpg,Xenocide,"The war for survival of the planet Lusitania will be fought in the heart of a child named Gloriously Bright.On Lusitania, Ender found a world where humans and pequininos and the Hive Queen could all live together; where three very different intelligent species could find common ground at last. Or so he thought.Lusitania also harbors the descolada, a virus that kills all humans it infects, but which the pequininos require in order to become adults. The Starways Congress so fears the effects of the descolada, should it escape from Lusitania, that they have ordered the destruction of the entire planet, and all who live there. The Fleet is on its way, a second xenocide seems inevitable.Xenocide is the third novel in Orson Scott Card's The Ender Saga.","['592 pages, Mass Market Paperback']","['First published August 1, 1991']",https://www.goodreads.com/author/show/589.Orson_Scott_Card,Orson Scott Card,['592'],"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Young Adult', 'Audiobook', 'Space']",157875,4451,3.81,"{'5': '42,648', '4': '58,913', '3': '43,059', '2': '10,680', '1': '2,575'}"
765,8650,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386864575i/8650.jpg,The Lost World,"It is now six years since the secret disaster at Jurassic Park, six years since the extraordinary dream of science and imagination came to a crashing end—the dinosaurs destroyed, the park dismantled, the island indefinitely closed to the public. There are rumors that something has survived....","['448 pages, Mass Market Paperback']","['First published October 5, 1995']",https://www.goodreads.com/author/show/5194.Michael_Crichton,Michael Crichton,['448'],"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Horror', 'Fantasy', 'Dinosaurs']",156137,5979,3.85,"{'5': '43,814', '4': '58,779', '3': '41,787', '2': '9,705', '1': '2,052'}"
766,8680,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327866336i/8680.jpg,Fierce Invalids Home from Hot Climates,"“As clever and witty a novel as anyone has written in a long time . . . Robbins takes readers on a wild, delightful ride. . . . A delight from beginning to end.”— Buffalo NewsSwitters is a contradiction for all seasons: an anarchist who works for the government; a pacifist who carries a gun; a vegetarian who sops up ham gravy; a cyberwhiz who hates computers; a man who, though obsessed with the preservation of innocence, is aching to deflower his high-school-age stepsister (only to become equally enamored of a nun ten years his senior). Yet there is nothing remotely wishy-washy about Switters. He doesn’t merely pack a pistol. He is a pistol. And as we dog Switters’s strangely elevated heels across four continents, in and out of love and danger, discovering in the process the “true” Third Secret of Fatima, we experience Tom Robbins—that fearless storyteller, spiritual renegade, and verbal break dancer—at the top of his game. On one level this is a fast-paced CIA adventure story with comic overtones; on another it’s a serious novel of ideas that brings the Big Picture into unexpected focus; but perhaps more than anything else, Fierce Invalids is a sexy celebration of language and life.Praise for Fierce Invalids Home From Hot Climates“Superb.” — New York Post “Dangerous? Wicked? Forbidden? You bet. . . . Pour yourself a bowl of chips and dig in.” — Daily News , New York “Robbins is a great writer . . . and definitely a provocative rascal.” — The Tennessean“Whoever said truth is stranger than fiction never read a Tom Robbins novel. . . Clever, creative, and witty, Robbins tosses off impassioned observations like handfuls of flower petals.” — San Diego Union-Tribune","['445 pages, Paperback']","['First published September 5, 2000']",https://www.goodreads.com/author/show/197.Tom_Robbins,Tom Robbins,['445'],"['Fiction', 'Humor', 'Novels', 'Literature', 'Contemporary', 'Comedy', 'Modern']",28498,1371,4.04,"{'5': '10,903', '4': '10,077', '3': '5,626', '2': '1,448', '1': '444'}"
767,8682,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388607752i/8682.jpg,Jitterbug Perfume,"Jitterbug Perfume is an epic, which is to say, it begins in the forests of ancient Bohemia and doesn't conclude until nine o'clock tonight [Paris time]. It is a saga, as well. A saga must have a hero, and the hero of this one is a janitor with a missing bottle. The bottle is blue, very, very old, and embossed with the image of a goat-horned god. If the liquid in the bottle is actually is the secret essence of the universe, as some folks seem to think, it had better be discovered soon because it is leaking and there is only a drop or two left.","['342 pages, Paperback']","['First published December 1, 1984']",https://www.goodreads.com/author/show/197.Tom_Robbins,Tom Robbins,['342'],"['Fiction', 'Fantasy', 'Humor', 'Magical Realism', 'Literature', 'Novels', 'Classics']",76806,4208,4.23,"{'5': '37,951', '4': '24,054', '3': '10,592', '2': '2,877', '1': '1,332'}"
768,8694,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1333577589i/8694.jpg,"Life, the Universe and Everything","Now celebrating the 42nd anniversary of  The Hitchhiker’s Guide to the Galaxy,  soon to be a Hulu original series!“Wild satire . . . The feckless protagonist, Arthur Dent, is reminiscent of Vonnegut heroes.”— Chicago TribuneThe unhappy inhabitants of planet Krikkit are sick of looking at the night sky above their heads—so they plan to destroy it. The universe, that is. Now only five individuals stand between the killer robots of Krikkit and their goal of total annihilation.They are Arthur Dent, a mild-mannered space and time traveler who tries to learn how to fly by throwing himself at the ground and missing; Ford Prefect, his best friend, who decides to go insane to see if he likes it; Slartibartfast, the indomitable vice president of the Campaign for Real Time, who travels in a ship powered by irrational behavior; Zaphod Beeblebrox, the two-headed, three-armed ex-president of the galaxy; and Trillian, the sexy space cadet who is torn between a persistent Thunder God and a very depressed Beeblebrox.How will it all end? Will it end? Only this stalwart crew knows as they try to avert “universal” Armageddon and save life as we know it—and don’t know it!“Adams is one of those rare an author who, one senses, has as much fun writing as one has reading.”— Arizona Daily Star","['224 pages, Paperback']","['First published August 1, 1982']",https://www.goodreads.com/author/show/4.Douglas_Adams,Douglas Adams,['224'],"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Science Fiction Fantasy', 'Classics']",234183,5131,4.17,"{'5': '100,143', '4': '83,888', '3': '41,953', '2': '6,857', '1': '1,342'}"
769,8695,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1521213881i/8695.jpg,The Restaurant at the End of the Universe,"alternate edition for ISBN 0345418921/9780345418920Facing annihilation at the hands of the warlike Vogons is a curious time to have a cosmically displaced Arthur Dent and his curious comrades in arms as they hurtle through space powered by pure improbability - and desperately in search of a place to eat. Among Arthur's motley shipmates are Ford Prefect, a long-time friend and contributor to the The Hitch Hiker's Guide to the Galaxy; Zaphod Beeblebrox, the three-armed, two-headed ex-president of the galaxy; Tricia McMilan, a fellow Earth refuge who's gone native (her name is Trillian now); and Marvin, who suffers nothing and no one gladly.Source: douglasadams.com","['250 pages, Paperback']","['First published October 12, 1980']",https://www.goodreads.com/author/show/4.Douglas_Adams,Douglas Adams,['250'],"['Science Fiction', 'Fiction', 'Humor', 'Fantasy', 'Comedy', 'Classics', 'Science Fiction Fantasy']",289050,8721,4.21,"{'5': '123,050', '4': '112,016', '3': '45,733', '2': '6,775', '1': '1,476'}"
770,8696,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327867839i/8696.jpg,Last Chance to See,"Join author Douglas Adams and zoologist Mark Carwardine as they take off around the world in search of exotic, endangered creatures.","['222 pages, Paperback']","['First published January 1, 1990']",https://www.goodreads.com/author/show/4.Douglas_Adams,Douglas Adams,['222'],"['Nonfiction', 'Science', 'Travel', 'Nature', 'Humor', 'Animals', 'Environment']",24838,1474,4.32,"{'5': '13,060', '4': '7,818', '3': '3,026', '2': '637', '1': '297'}"
771,8714,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385167858i/8714.jpg,An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,"An Inconvenient Truth—Gore's groundbreaking, battle cry of a follow-up to the bestselling Earth in the Balance—is being published to tie in with a documentary film of the same name. Both the book and film were inspired by a series of multimedia presentations on global warming that Gore created and delivers to groups around the world. With this book, Gore, who is one of our environmental heroes—and a leading expert—brings together leading-edge research from top scientists around the world; photographs, charts, and other illustrations; and personal anecdotes and observations to document the fast pace and wide scope of global warming. He presents, with alarming clarity and conclusiveness—and with humor, too—that the fact of global warming is not in question and that its consequences for the world we live in will be disastrous if left unchecked. This riveting new book—written in an accessible, entertaining style—will open the eyes of even the most skeptical.","['320 pages, Paperback']","['First published May 26, 2006']",https://www.goodreads.com/author/show/5658.Al_Gore,Al Gore,['320'],"['Nonfiction', 'Science', 'Environment', 'Politics', 'Climate Change', 'Sustainability', 'Nature']",6840,535,3.78,"{'5': '1,926', '4': '2,571', '3': '1,598', '2': '403', '1': '342'}"
